@relation data

@attribute str_id string
@attribute str_a1_fileSize numeric
@attribute str_a2_strLength numeric
@attribute str_a3_numLines numeric
@attribute str_a4_numTok numeric
@attribute str_a5_refCount numeric
@attribute str_a6_spcRatio numeric
@attribute str_a7_refRatio numeric
@attribute str_a8_ucaseRatio numeric
@attribute str_a9_pgCount numeric
@attribute str_a10_avgNumWordsPerPage numeric
@attribute str_a11_symbolRatio numeric
@attribute str_a12_lnratio numeric
@attribute str_a13_avgNumLinesPerPage numeric
@attribute str_a14_avgNumWordsPerLine numeric
@attribute str_a15_ucaseStart numeric
@attribute str_a16_symbolStart numeric
@attribute str_a17_thisPaper numeric
@attribute str_a18_positionOfThisPaper numeric
@attribute str_a19_thisBook numeric
@attribute str_a20_positionOfThisBook numeric
@attribute str_a21_thisThesis numeric
@attribute str_a22_positionOfThisThesis numeric
@attribute str_a23_thisDocument numeric
@attribute str_a24_chapter1 numeric
@attribute str_a25_thisChapter numeric
@attribute str_a26_thisSection numeric
@attribute str_a27_references numeric
@attribute str_a28_positionOfReferences numeric
@attribute str_a29_abstract numeric
@attribute str_a30_positionOfAbstract numeric
@attribute str_a31_ack numeric
@attribute str_a32_positionOfAck numeric
@attribute str_a33_AckBeforeIntro numeric
@attribute str_a34_AckAfterIntro numeric
@attribute str_a35_intro numeric
@attribute str_a36_positionOfIntro numeric
@attribute str_a37_concl numeric
@attribute str_a38_positionOfConcl numeric
@attribute str_a39_tokBeforeRef numeric
@attribute str_a40_researchInterests numeric
@attribute str_a41_researchExperience numeric
@attribute str_a42_education numeric
@attribute str_a43_publications numeric
@attribute str_class {+1,-1}

@data


{0 010.719.874, 1 596344.0, 2 24934.0, 3 730.0, 4 3600.0, 5 46.0, 6 0.14434106039945457, 7 0.012777777777777779, 8 0.15583333333333332, 9 5.0, 10 720.0, 11 0.04925002005293976, 12 0.01282051282051282, 13 146.0, 14 4.931506849315069, 15 0.23424657534246576, 16 0.09726027397260274, 17 1.0, 18 0.03027777777777778, 26 1.0, 27 1.0, 28 0.8938888888888888, 29 1.0, 30 0.011111111111111112, 31 1.0, 32 0.885, 34 1.0, 35 1.0, 36 0.049444444444444444, 37 1.0, 38 0.8502777777777778, 39 1.0, 44 +1}
{0 006.705.133, 1 254203.0, 2 58077.0, 3 1255.0, 4 8230.0, 5 83.0, 6 0.1416912030580092, 7 0.01008505467800729, 8 0.08955042527339004, 9 28.0, 10 293.92857142857144, 11 0.12161440845773715, 12 0.01020408163265306, 13 44.82142857142857, 14 6.557768924302789, 15 0.2350597609561753, 16 0.18087649402390438, 17 1.0, 18 0.0019441069258809235, 23 1.0, 27 1.0, 28 0.7634264884568651, 29 1.0, 30 0.0019441069258809235, 35 1.0, 36 0.025394896719319562, 37 1.0, 38 0.7119076549210207, 39 1.0, 44 +1}
{0 005.778.774, 1 420333.0, 2 29173.0, 3 709.0, 4 4111.0, 5 16.0, 6 0.14088369382648339, 7 0.0038919970810021892, 8 0.1651666261250304, 9 7.0, 10 587.2857142857143, 11 0.06228361841428719, 12 0.007936507936507936, 13 101.28571428571429, 14 5.7983074753173485, 15 0.21720733427362482, 16 0.04231311706629055, 18 0.8049136463147653, 29 1.0, 30 0.0831914376064218, 31 1.0, 32 0.7971296521527609, 34 1.0, 35 1.0, 36 0.010459742155193383, 44 +1}
{0 012.280.971, 1 138966.0, 2 5288.0, 3 125.0, 4 776.0, 6 0.14655824508320725, 8 0.18298969072164947, 9 3.0, 10 258.6666666666667, 11 0.045007564296520426, 12 0.031914893617021274, 13 41.666666666666664, 14 6.208, 15 0.648, 16 0.032, 44 -1}
{0 006.074.978, 1 119226.0, 2 767.0, 3 28.0, 4 65.0, 6 0.08344198174706649, 8 0.3076923076923077, 9 4.0, 10 16.25, 11 0.1395045632333768, 12 0.10909090909090909, 13 7.0, 14 2.3214285714285716, 15 0.42857142857142855, 16 0.10714285714285714, 44 -1}
{0 010.400.170, 1 5.8146632E7, 2 3204.0, 3 476.0, 4 202.0, 6 0.06273408239700375, 8 0.6831683168316832, 9 1.0, 10 202.0, 11 0.039637952559300874, 12 0.004975124378109453, 13 476.0, 14 0.42436974789915966, 15 0.38865546218487396, 16 0.02100840336134454, 44 -1}
{0 008.615.917, 1 88844.0, 2 5933.0, 3 158.0, 4 1087.0, 6 0.18304399123546267, 8 0.08187672493100276, 9 3.0, 10 362.3333333333333, 11 0.14410921961907971, 12 0.010309278350515464, 13 52.666666666666664, 14 6.879746835443038, 15 0.3670886075949367, 16 0.1518987341772152, 27 1.0, 28 0.9908003679852806, 39 1.0, 44 -1}
{0 008.960.381, 1 1951054.0, 2 108079.0, 3 2078.0, 4 20077.0, 5 1.0, 6 0.18575301399901922, 7 4.9808238282611946E-5, 8 0.1480300841759227, 9 80.0, 10 250.9625, 11 0.07208615919836416, 12 0.006802721088435374, 13 25.975, 14 9.661693936477382, 15 0.37439846005774785, 16 0.09720885466794996, 19 1.0, 20 0.0069731533595656725, 23 1.0, 24 1.0, 25 1.0, 26 1.0, 27 1.0, 28 0.4904119141305972, 35 1.0, 36 0.016287293918414106, 39 1.0, 44 -1}
